"consumption","SMI","unemployment_proxy","electricity","mobility","net_bankruptcies","air_pollution","c19_cases","stringency"
264610508.602549,10439.52,186447,139.000171100536,-8.4,105.343904225994,68.433333315,192.133079565123,36.61
264461679.508208,10439.52,187059,139.269146778332,-7,105.61951878928,71.08333335,199.542032113407,36.61
264388235.924812,10439.52,187287,139.554943546111,-1.2,105.919135856495,63.03333335,209.352890029128,36.61
264408934.917378,10457.43,187601,139.858751822375,-7.4,106.250417246328,69.583333335,221.902894500865,36.61
264526029.719936,10520,187733,140.179184201444,-6,106.61043286388,75.366666685,237.532151428261,36.61
264738327.470519,10552.04,187645,140.515152830985,-8,107.000727572531,75.216666665,256.60897642147,36.61
265040813.732791,10519.33,187603,140.866222728065,-8.4,107.426585192372,79.2,279.523731875519,37.5
265425539.833968,10539.17,187798,141.232576193546,-8.2,107.894489470737,65.516666685,306.692719287791,37.5
265882782.118493,10539.17,188185,141.614990258311,-8,108.410781496442,48.166666665,338.554187782454,37.5
266405599.161927,10539.17,188416,142.01468800997,-4.2,108.978012909354,59.749999985,375.56011721183,37.5
266990288.382615,10325.44,188376,142.431414580339,-12.4,109.587894271192,55.466666665,418.15703200936,37.5
267615627.037491,10355.57,189004,142.862426395723,-7,110.221238342384,49.933333335,466.773900596826,37.5
268254703.014846,10330.06,188946,143.304987484729,-8.4,110.86449909393,51.466666665,521.837375692789,37.5
268876874.876871,10211.53,188874,143.756719715263,-9.4,111.508508372997,45.983333335,583.769932625627,37.5
269448983.004954,10216.28,189123,144.215606450245,-8.6,112.14391157684,47.85,652.980762986443,37.5
269937717.936595,10216.28,187169,144.68016870228,-9,112.76590325188,35.88333333,729.85148137285,37.5
270328321.935694,10216.28,187022,145.149840060802,-11.2,113.377163553379,35.283333335,814.734304306195,37.5
270618870.140757,10308.67,187314,145.623174273712,-8,113.969096046272,34.81666667,907.930663159804,37.5
270792096.578597,10229.3,187468,146.096847369095,-7.6,114.521766579141,35.91666667,1009.67251587647,37.5
270837520.714511,10187,187380,146.568113133071,-7.8,115.020044090963,34.908333335,1120.13782733275,37.5
